0	>> (0)	27	core.rb:24
1	>> (0)	39	scheduler.rb:29
2	>> (2)	29	pathname.rb:48
3	>> (2)	10	pathname.rb:48
4	>> (2)	10	pathname.rb:48
5	>> (2)	9	pathname.rb:48
6	>> (2)	10	pathname.rb:48
7	>> (2)	20	pathname.rb:48
8	>> (1)	210	pathname.rb:395
9	>> (0)	260	pathname.rb:353
10	>> (2)	11	pathname.rb:48
11	>> (2)	9	pathname.rb:48
12	>> (2)	10	pathname.rb:48
13	>> (2)	8	pathname.rb:48
14	>> (2)	9	pathname.rb:48
15	>> (2)	11	pathname.rb:48
16	>> (1)	162	pathname.rb:395
17	>> (0)	193	pathname.rb:353
18	>> (1)	580	char_mapped_display.rb:333
19	>> (0)	605	char_mapped_display.rb:97
20	>> (0)	46	char_mapped_display.rb:102
21	>> (1)	5	window_guard.rb:18
22	>> (0)	20	core.rb:726
23	>> (1)	15	input_handler.rb:38
24	>> (1)	24	input_handler.rb:38
25	>> (0)	100	input_handler.rb:41
26	>> (1)	9	window_guard.rb:18
27	>> (0)	45	core.rb:750
28	>> (1)	9	sequence_memory.rb:59
29	>> (0)	36	sequence_memory.rb:21
30	>> (1)	4	window_guard.rb:18
31	>> (0)	23	core.rb:774
32	>> (0)	3	looper_pedal.rb:141
33	>> (1)	3	window_guard.rb:18
34	>> (0)	18	core.rb:778
35	>> (0)	5	core.rb:24
36	>> (0)	34	scheduler.rb:29
37	>> (0)	18	rubyOF.rb:126
38	>> (0)	22	char_mapped_display.rb:315
39	>> (1)	4	window_guard.rb:18
40	>> (0)	18	core.rb:815
41	>> (0)	4	core.rb:24
42	>> (0)	32	scheduler.rb:29
43	>> (0)	15	char_mapped_display.rb:315
44	>> (1)	6	window_guard.rb:18
45	>> (0)	42	core.rb:935
46	>> (0)	25	rubyOF.rb:97
47	>> (0)	29	char_mapped_display.rb:315
48	>> (0)	7	core.rb:24
49	>> (0)	46	scheduler.rb:165
50	>> (1)	9	node_collection.rb:174
51	>> (0)	46	node_collection.rb:150
52	>> (0)	6	machine.rb:716
53	>> (0)	10	state.rb:160
54	>> (1)	730	char_mapped_display.rb:132
55	>> (0)	776	core.rb:1604
56	>> (1)	10	node_collection.rb:174
57	>> (0)	51	node_collection.rb:150
58	>> (0)	6	machine.rb:716
59	>> (0)	8	state.rb:160
60	>> (0)	49	live_code.rb:175
61	>> (0)	39	scheduler.rb:29
62	>> (0)	36	char_mapped_display.rb:315
63	>> (0)	26	char_mapped_display.rb:315
64	>> (0)	26	char_mapped_display.rb:315
65	>> (0)	27	char_mapped_display.rb:315
66	>> (0)	28	char_mapped_display.rb:315
67	>> (0)	10	core.rb:24
68	>> (0)	38	scheduler.rb:165
69	>> (1)	10	node_collection.rb:174
70	>> (0)	43	node_collection.rb:150
71	>> (0)	6	machine.rb:716
72	>> (0)	8	state.rb:160
73	>> (1)	695	char_mapped_display.rb:132
74	>> (0)	723	core.rb:1604
75	>> (1)	6	node_collection.rb:174
76	>> (0)	27	node_collection.rb:150
77	>> (0)	4	machine.rb:716
78	>> (0)	5	state.rb:160
79	>> (0)	28	live_code.rb:175
80	>> (0)	22	scheduler.rb:29
81	>> (0)	6	core.rb:24
82	>> (0)	46	scheduler.rb:29
83	>> (2)	29	rubyOF.rb:103
84	>> (1)	83	rubyOF.rb:111
85	>> (0)	114	rubyOF.rb:120
86	>> (2)	23	rubyOF.rb:103
87	>> (1)	57	rubyOF.rb:111
88	>> (0)	84	rubyOF.rb:120
89	>> (0)	12	char_mapped_display.rb:164
90	>> (0)	6033	char_mapped_display.rb:170
91	>> (0)	6	char_mapped_display.rb:201
92	>> (0)	29	char_mapped_display.rb:191
93	>> (0)	3	char_mapped_display.rb:207
94	>> (0)	12	char_mapped_display.rb:191
95	>> (0)	3	char_mapped_display.rb:201
96	>> (0)	11	char_mapped_display.rb:191
97	>> (0)	4	char_mapped_display.rb:207
98	>> (0)	12	char_mapped_display.rb:191
99	>> (0)	4	char_mapped_display.rb:201
100	>> (0)	12	char_mapped_display.rb:191
101	>> (0)	3	char_mapped_display.rb:207
102	>> (0)	11	char_mapped_display.rb:191
103	>> (0)	4	char_mapped_display.rb:201
104	>> (0)	36	char_mapped_display.rb:191
105	>> (0)	9	char_mapped_display.rb:207
106	>> (0)	23	char_mapped_display.rb:191
107	>> (0)	15	char_mapped_display.rb:201
108	>> (0)	13	char_mapped_display.rb:191
109	>> (0)	4	char_mapped_display.rb:207
110	>> (0)	25	char_mapped_display.rb:191
111	>> (0)	4	char_mapped_display.rb:201
112	>> (0)	22	char_mapped_display.rb:191
113	>> (0)	11	char_mapped_display.rb:207
114	>> (0)	15	char_mapped_display.rb:191
115	>> (0)	3	char_mapped_display.rb:201
116	>> (0)	13	char_mapped_display.rb:191
117	>> (0)	4	char_mapped_display.rb:207
118	>> (0)	13	char_mapped_display.rb:191
119	>> (0)	3	char_mapped_display.rb:201
120	>> (0)	12	char_mapped_display.rb:191
121	>> (0)	3	char_mapped_display.rb:207
122	>> (0)	12	char_mapped_display.rb:191
123	>> (0)	5	char_mapped_display.rb:201
124	>> (0)	11	char_mapped_display.rb:191
125	>> (0)	17	char_mapped_display.rb:207
126	>> (0)	12	char_mapped_display.rb:191
127	>> (0)	4	char_mapped_display.rb:201
128	>> (0)	12	char_mapped_display.rb:191
129	>> (0)	16	char_mapped_display.rb:207
130	>> (0)	12	char_mapped_display.rb:191
131	>> (0)	3	char_mapped_display.rb:201
132	>> (0)	12	char_mapped_display.rb:191
133	>> (0)	13	char_mapped_display.rb:207
134	>> (0)	13	char_mapped_display.rb:191
135	>> (0)	4	char_mapped_display.rb:201
136	>> (0)	37	char_mapped_display.rb:191
137	>> (0)	4	char_mapped_display.rb:207
138	>> (0)	32	char_mapped_display.rb:191
139	>> (0)	10	char_mapped_display.rb:201
140	>> (0)	38	char_mapped_display.rb:191
141	>> (0)	8	char_mapped_display.rb:207
142	>> (0)	24	char_mapped_display.rb:191
143	>> (0)	8	char_mapped_display.rb:201
144	>> (0)	24	char_mapped_display.rb:191
145	>> (0)	7	char_mapped_display.rb:207
146	>> (0)	37	char_mapped_display.rb:191
147	>> (0)	8	char_mapped_display.rb:201
148	>> (0)	23	char_mapped_display.rb:191
149	>> (0)	7	char_mapped_display.rb:207
150	>> (0)	24	char_mapped_display.rb:191
151	>> (0)	7	char_mapped_display.rb:201
152	>> (0)	23	char_mapped_display.rb:191
153	>> (0)	23	char_mapped_display.rb:207
154	>> (0)	22	char_mapped_display.rb:191
155	>> (0)	8	char_mapped_display.rb:201
156	>> (0)	23	char_mapped_display.rb:191
157	>> (0)	7	char_mapped_display.rb:207
158	>> (0)	23	char_mapped_display.rb:191
159	>> (0)	8	char_mapped_display.rb:201
160	>> (0)	33	char_mapped_display.rb:191
161	>> (0)	7	char_mapped_display.rb:207
162	>> (0)	22	char_mapped_display.rb:191
163	>> (0)	8	char_mapped_display.rb:201
164	>> (0)	24	char_mapped_display.rb:191
165	>> (0)	7	char_mapped_display.rb:207
166	>> (0)	24	char_mapped_display.rb:191
167	>> (0)	8	char_mapped_display.rb:201
168	>> (0)	23	char_mapped_display.rb:191
169	>> (0)	8	char_mapped_display.rb:207
170	>> (0)	22	char_mapped_display.rb:191
171	>> (0)	9	char_mapped_display.rb:201
172	>> (0)	23	char_mapped_display.rb:191
173	>> (0)	8	char_mapped_display.rb:207
174	>> (0)	23	char_mapped_display.rb:191
175	>> (0)	7	char_mapped_display.rb:201
176	>> (0)	23	char_mapped_display.rb:191
177	>> (0)	8	char_mapped_display.rb:207
178	>> (0)	23	char_mapped_display.rb:191
179	>> (0)	8	char_mapped_display.rb:201
180	>> (0)	24	char_mapped_display.rb:191
181	>> (0)	8	char_mapped_display.rb:207
182	>> (0)	22	char_mapped_display.rb:191
183	>> (0)	22	char_mapped_display.rb:201
184	>> (0)	24	char_mapped_display.rb:191
185	>> (0)	8	char_mapped_display.rb:207
186	>> (0)	33	char_mapped_display.rb:191
187	>> (0)	9	char_mapped_display.rb:201
188	>> (0)	22	char_mapped_display.rb:191
189	>> (0)	8	char_mapped_display.rb:207
